description,cluster
post incident review pir datacenter power event west us tracking id mmxnrz watch azure incident retrospective video incident httpsakamsairmmxnrzwhat happenedbetween utc aug utc aug subset customers experienced failures trying access resources hosted west us region although initially triggered utility power outage affected datacenters region vast majority backup power systems performed designed prevent impact failures small number backup power systems led customer impact two datacenters customers recovered utc aug small subsets resources required manual recovery final set brought back online utc aug impact window several downstream azure services dependent impacted infrastructure also experienced issues including storage virtual machines app services application insights azure database postgresql azure red hat openshift azure search azure sql db backup data explorer expressroute netapp files went wrong whyon august utc identified power event caused impact number storage compute scale units west us region west us region made datacenters spread across three availability zones multiple campuses event whole region experienced utility power outage impacting datacenters region failure major distribution lines caused least two substations lose power resulted loss utility power across broad area included three availability zones west us regionin datacenters except two backup power systems performed designed transitioning infrastructure run briefly batteries generator power two separate datacenters two unique unrelated issues occurred prevented servers datacenter transitioning generator power since two datacenters two different availability zones customers may impacted bothin first datacenter impact caused small number server rack level uninterruptible power supply rups systems failed stay online transition generator creating momentary loss power servers servers immediately reenergized backup generators started supported loadin second datacenter several primary ups systems approximately total ups systems datacenter failed support load transition generator due ups battery failures result downstream servers lost power ups faults could cleared put back online utility supplythe initial trigger event high voltage static wire used help protect transmission lines lightning strikes failed static wire failed created voltage surge kv lines causing breakers two substations approximately miles apart within utility power grid open root cause static wire failures still investigation utility provider respondthis event first detected epms electrical power monitoring system west us turn notified datacenter team utility loss issue equipment failure issues vast majority datacenters transitioned backup power without issue two specific datacenters experienced different ups issues described prevented full transition backup power sourcesdue nature event team followed emergency operations procedure eop manually restore mechanical electrical plumbing mep equipment operational state mep returned operational state racks began recover public utility department pud able close breakers restore utility power datacenters utc enabled datacenter teams begin recovery affected equipment restoration power impacted racks utc power fully restored affected racks services continued recoveryfour azure storage scale units impacted power loss one standard two premium one ultra disk scale unit resulting data hosted becoming inaccessible power restored scale units recovered healthy states standard storage scale unit fully available utc although vast majority clients would seen availability restored utc two premium storage scale units restored utc due software bug fix already deployment pipeline small subset disk requests lt may encountered errors utc due combination hardware failures software bugs ultra disk scale unit fully available utc majority data gt available utc impacted azure compute scale sets brought back online mostly automatically storage recovered subset infrastructure customer vms required manual mitigations ensure came back online successfully vms using trusted launch feature particular automatically recover required engineering team intervention restore vms restored functional state utc making incidents like less likely less impactfulalready completedwe completed detailed inspections generator systems generators good operating condition ups systems inspected components operating functioning per design specifications inspection highlighted battery replacement requiredafter reviewing entire line batteries replaced ups units experienced failuresshort termcomplete deployment storage software fix bug caused small tail errors following premium storage scale unit recoverycomplete deployment software fix trusted vm feature caused vms come back online automatically storage recoverylonger termwe working several platform telemetry process improvements reduce ultra disk replica recovery timewe improving vm migration times healthy hosts faster recovery includes telemetry improvements identify long runningstuck migration operations identify issues quicklymicrosoft uses multiple equipment vendors designs findings reviewed global fleet necessary applied beyond impacted datacentersprocess failure mode effects analysis pfmea review processes utilized event applying lessons learned improving methodology includes assessing human touch points working engineer automate systems smoother transition recovery findings also applied tabletopgameday exercises ensuring team members familiar prepared respondhow customers partners make incidents like less impactfulwhile availability zones designed ways reduce correlated failures still occur encourage customer partner business continuity amp disaster recovery bcdr plans include ability failover regions case regionwide incident likelihood failure decreases magnitude failure never goes zero httpsdocsmicrosoftcomazureavailabilityzonescrossregionreplicationazureconsider right storage redundancy options critical applications georedundant storage grs enables account level failover case primary region endpoint becomes unavailable httpsdocsmicrosoftcomazurestoragecommonstorageredundancymore generally consider evaluating reliability applications using guidance azure wellarchitected framework interactive wellarchitected review httpsdocsmicrosoftcomenusazurearchitectureframeworkresiliencyfinally consider ensuring right people organization notified future service issues configuring azure service health alerts trigger emails sms push notifications webhooks httpsakamsashalertshow make incident communications usefulwe piloting pir template potential replacement rca root cause analysis templateyou rate pir provide feedback using quick question survey httpswwwakamsazpirmmxnrz,2
post incident review pir azure key vault provisioning failures tracking id ylbj happenedbetween utc aug utc aug platform issue caused azure offerings bastion expressroute azure container apps azure ml azure managed hsm azure confidential vms azure database services mysql flexible server postgres flexible server postgresql hyperscale experience provisioning failures globally issue impacted customers relied provisioning certificates part provisioning azure resource writeup post incident review pir providing summarize went wrong responded steps microsoft taking learn improvewhat went wrong whythe requesting authority azure key vault underlying platform described services rely creation certificate resources experiencing high latency volume requests resulted provisioning failures impacted services services able acquire certificates within expected time incident backend service azure key vault relies became unhealthy due unexpected spike traffic scheduled hardware maintenance caused buildup requests queue resulting high latencies fulfil new certificate creation requests microsoft respondwe developed deployed hotfix increase throughput created new queues request processing drained queue accumulated requests alleviate overall latency process requests expectedhow microsoft making incidents like less likely least less impactful shortterm implementing request caps partitioning request queues help prevent lasting failures service similar scenarios also reviewing backend capacity gaps maintenance process led loss availability maintenance operation based learning incident implementing improvements health monitoring operational guidance would help reduce time detect similar issues allow us address similar issues customers experience impact longer term working add finegrained distributed throttling portioning add additional isolation layers backend service minimize impact similar scenarios finally work add availability zones fault domains layers stack along automatic failover service help prevent disruption customer workloadshow make incident communication usefulwe piloting pir format potential replacement rca root cause analysis formatyou rate pir provide feedback using quick question survey httpsakamsazpirylbj,3
post incident review pir azure communication services multiple regions tracking id ytynt happenedbetween utc aug utc aug customers using azure communication services acs may experienced authentication failures failures using apis result multiple scenarios may impacted including sms chat email voice amp video scenarios phone number management teamsacs interopwhat went wrong whyan azure resource provider provides ability customers create maintain resources case acs acs resource provider utilizes backend cosmos db instances resource metadata persistence prior incident increased volume dataplane related requests made resource provider database met database throughput limits utc aug meet increased demand requests database processing capacity increased change database capacity inadvertently exposed latent code bug resource provider resulted functional difference number database results returned could processed resource provider acs globally distributed service metadata retrieved required routing calls across different regions authentication process resulted acs authentication failures subsequently caused sms chat voice amp video phone number management teamsacs interop scenarios fail respondautomated alerting indicated several failures different acs api requests made customers immediately investigated multiple engineering teams however understanding nature issue took time specific fields used debugging cosmos db issues logged successful queries due service configuration rollback change database instance would supported underlying issue identified developed code fixes resolve issue validated deployed fix using safe deployment practices phases hotfix fully rolled utc aug customers reporting successful operation shortly thereafterhow making incidents like less likely less impactfulcompletedweve completed code updates address latent bug help ensure resource provider process results similar scenariosweve added additional logging backend database requests acs resource provider ensure improved traceability futurewe added additional gates database configuration updates hardening processes applying updates mirrored production configuration templates preproduction environment allow validation configuration updates get deployed productionwe completed additional failure mode analyses fma across different acs features created repair items resilient service architecture improve failure recovery timehow make incident communications usefulwe piloting pir format potential replacement rca root cause analysis formatyou rate pir provide feedback using quick question survey httpsakamsazpirytynt,3
post incident review pir network connectivity issues tracking id shmp happenedbetween utc utc july customers may experienced connectivity issues network drops latency andor degradation attempting access manage azure resources multiple regionsthe significant impact would experienced following regions brazil south canada central east asia east us east us france central japan east korea central north central us south africa north south central us southeast asia west europe west us customers regions may seen intermittent impact accessing resources across microsoft wide area network wanwhat went wrong whystarting utc july azure wan began experience sudden significant increase traffic upwards tbps additional traffic compared normal levels traffic carried networkwhile event detected immediately automated remediation triggered substantial increased bursts traffic occurring throughout event affected ability automated mitigations continue providing necessary relief network wan routers became overloaded dropped network packets resulted network connectivity issues experienced customersthis event included impact intraregion crossregion traffic various network paths included expressroutehow respondwe several detection mitigation algorithms triggered automatically around utc increased burst traffic occurred volume traffic surges continued substantially increase reaching times greater traffic volume experienced network priorwhile mitigation mechanisms successfully triggered load balance throttle traffic bursts help prevent impact significance traffic wan routers resulted mechanisms take longer alleviate traffic surges restore traffic back normal levelsby utc traffic levels returned normal network telemetry confirmed packet drops reduced standard levels customers would seen resource service network health restoredhow making incidents like less likely less impactfulwe implementing service repairs incident including limited toalready completed additional alerting specific packet drops signature caused significant traffic burstsimprovements network device capabilities help reduce packet drops handling significant traffic burstschanges network design traffic spike detection help reduce time mitigate similar eventsimprove network incident response playbook better streamline preventative actions performed similar eventsapply additional layers network throttling help protect network reliability increased traffic surges occur communicate impacted customersstarting around utc began receive reports potential emerging issue signals continued gradually increase posted initial statement azure status page utcdelays communications via service health portal primarily due challenges gauging extent impact affected regions limited telemetry networking event developing clearly indicate viable scope impact though signals via internal external reports indicated likely platform event ongoing disparity signals deterred targeted notifications broad networking issue determinedcommunications sent via azure service health azure services started report impact later determined affected networking event analysis evidence regional impact confirmed broad targeted communication sent customers regionwide identified affected regions utc utc communications sent customers additional impacted regions identifiedby utc began reporting recovery via status page service health monitoring preventative workstreams persisted continued report necessary preventative workstreams completed utchow make incident communications usefulwe piloting pir format potential replacement rca root cause analysis formatyou rate pir provide feedback using quick question survey httpsakamsazpirshmp,1
post incident review pir sql database west europe tracking id tblpd watch azure incident retrospective video incident httpsakamsairtblpdwhat happenedbetween utc utc jul customers using sql database sql data warehouse west europe may experienced issues accessing services time new connections databases region may resulted errors timeouts existing connections would remained available accept new requests however connections terminated reestablished may failednew connections region related management operations began failing utc partial recovery began utc full mitigation utc although initially declare mitigation utc thorough impact analysis confirms failure rates returned preincident levels earlier failures occurred utc directly result incidentduring impact window several downstream azure services dependent sql database service region also impacted including app services automation backup data factory v digital twinscustomers configured active georeplication failover groups would able recover performing forcedfailover configured georeplica information found httpsdocsmicrosoftcomenusazureazuresqldatabaseactivegeoreplicationoverviewviewwhat went wrong whyfor context connections azure sql database service received routed regional gateway clusters region multiple gateway clusters redundancy traffic distributed evenly clusters normal operations automatically rerouted case one clusters becomes unhealthy gateway cluster persisted cache metadata database system used connection routing caches used scalingout gateway nodes avoid contention single source metadata multiple caches per gateway cluster node fetch data caches available west europe region two gateway clusters clusters two persisted metadata cachesan operator error led incorrect action performed close sequence four persisted metadata caches action resulted configuration change made caches unavailable regional gateway processes resulted regional gateway processes west europe becoming unable access connection routing metadata leading regional incident utc new connections would failed gateways able read routing metadata connections already established would continued work management operations server database resources would also impacted workflows also rely connection routinga secondary impact issue internal telemetry service west europe region became overloaded queries caused telemetry ingestion fall behind hours telemetry queries also timing telemetry issues contributed delays automatically notifying impacted customer subscriptions via azure service healthas customers receiving automatic notifications impact within minutes assumed notification pipeline working designed later event understood communications reaching impacted subscriptions result broadened communications every customer region published update azure status pageadditionally automatic failover anyone setup failover groups autofailover configuration also impacted due telemetry issues manual failover impactedhow respondthis regional incident detected availability monitors investigation bridge within minutes customer impact understood issue action performed erroneously determined way reverse another option would rebuild entirely new caches determined rebuild would take much longer fixing caches inplace proceeded formulate method revive caches inplaceon applying initial mitigation caches came back resulted partial recovery incident utc success rates improved significantly point recovery considered partial due two reasons firstly timing issue applying mitigation caused gateways one two clusters cache incorrect cache connection strings secondly metadata caches receiving updates changes happened caches unavailablethe first issue mitigated restarting gateway nodes cluster needed done measured pace avoid overloading recovering metadata caches restarts progressed saw success rates continue improve steadily reaching around utc restarts completed point connections database undergone changes ie service tier updates incident would successfulthe last step determine persistent cache entries stale missed updates refresh consistent state developed executed script refresh cache entries initial refreshes done manually script developed success rate recovered region utc proceeded identify mitigate residual issues also started process confirm recovery customers downstream impacted azure servicesbased login success rate telemetry incident mitigation time determined utc mitigation communications sent impacted customers utc thorough validation residual impact remainedhow making incidents like less likely less impactfulwe implementing number service repairs result incident including limited tocompletedprogrammatically blocking executions action led metadata caches becoming unavailablein progressimplementing stronger guardrails impactful operations prevent human errors like one triggered incidentimplementing inmemory caching connection routing metadata gateway process increase resiliency scalabilityimplementing throttling telemetry readers prevent ingestion falling behindremoving dependency automaticfailover telemetry systeminvestigating service resiliency repairs determined internal retrospective incident ongoinghow customers partners make incidents like less impactfulcustomers configured active georeplication failover groups would able recover performing forcedfailover configured georeplicamore guidance recovery regional failure scenarios available httpsdocsmicrosoftcomenusazureazuresqldatabasedisasterrecoveryguidancehow make incident communications usefulwe piloting pir format potential replacement rca root cause analysis formatyou rate pir provide feedback using quick question survey httpsakamsazpirtblpd,2
post incident review pir wide area network multiple regions tracking id ykdktt watch azure incident retrospective video incident httpsakamsairykdkttwhat happenedacross june two independent azure networking service incidents occurred simultaneously customer subscriptions impacted overlapping nature incident timelines meant previously delivered preliminary post incident review pir addressed issues thorough investigations publishing final pir incident independently final pir incident ykdktt summarizing emeaimpacting wide area network wan issue separately published final pir incident yvtlrs summarizing multiregion software load balancer slb issuebetween utc utc june subset customers experienced intermittent network failures packet loss due issue router microsoft wide area network wan london uk area determined one several wan routers handling traffic transiting area experienced partial hardware failure caused route improperly packets normally handles caused intermittent periods packet loss subset customers whose traffic went router included subset traffic served four regions uk west uk south europe west europe northsome customers using expressroute andor vpn gateway impacted traffic traversed router customers affected would experienced impact form lower transmission throughput long delays connections extreme cases connection failureswhat went wrong whyupon investigating issue identified issue part wan infrastructure located london uk one specific router london intermittently started dropping network packets one line card impacted packets traversing caused intermittent network failures subset customer traffic flowing tofrom uk west uk south europe west europe north regionssince end users experienced issue intermittently characterized gray failure alerting immediately able identify issue single faulty router four physical ports physical failure causing section router malfunction intermittently without producing actionable error messagefor azure vpn gateway customers onpremises customer traffic goes wan routers path reaching azure vpn gateway intermittent packet drops core router caused connectivity disrupted azure vpn scenarioshow respondwhen first investigating impact issue initially invested significant effort attempting identify softwarebased causes failures observed across regions router issues typically impact small number regions identified number concurrent software changes deployed recentlyas investigation continued engineers able separate impact unrelated software load balancer slb incident approximately utc remaining impacted traffic triangulated wan routers located near london related failures impacting small subset traffic across four regions utc engineers able identify partially malfunctioning router within next minutes engineers removed unhealthy router network point redundant routers took traffic fully resolved issueas mentioned specific partial hardware failure producing specific message router could tracked monitored overall low intensity intermittence issue lt packets dropped faulty ports caused trafficquality alerting miss issue investigation resort manual inspection routers behavior seconddegree signalshow making outages like less likely less impactfulalready completedwe enhanced wan trafficquality alerting systems identify accurately lowintensity longduration issues improve triangulation futurewe worked hardware vendor improve error messages partial failures like happen consuming new signal existing automatic alerts automatic mitigationswork progresswe replacing faulty components failing london router brought back rotation slowly safely sufficient redundant capacity routers networkwe investing improved vpn gateway endtoend diagnostics help identify mitigate class issue quicklyin longer termwe planning enhancements expressroute trafficquality monitoring better identify impact individual customers kinds scenarioshow make incident communications usefulwe piloting pir template potential replacement rca root cause analysis templateyou rate pir provide feedback using quick question survey httpsakamsazpirykdktt,1
post incident review pir azure software load balancer multiple regions tracking id yvtlrs watch azure incident retrospective video incident httpsakamsairyvtlrswhat happenedacross june two independent azure networking service incidents occurred simultaneously customer subscriptions impacted overlapping nature incident timelines meant previously delivered preliminary post incident review pir addressed issues thorough investigations publishing final pir incident independently final pir incident yvtlrs summarizing multiregion software load balancer slb issue separately published final pir incident ykdktt summarizing emeaimpacting wide area network wan issuebetween utc june utc july subset customers experienced intermittent network failures packet loss trying connect resources behind software load balancer slb incident impacted customers whose load balancer frontend ips vips either two specific scenarios azure firewall customers destination ip addresses dips behind azure load balancer combined requirement upstream downstream packets single flow always land dip scenario impacted services regions service endpoint private link endpoint connection service region dips example sql andor storage impacted customers experienced intermittent connectivity failures packet loss trying connect resources scenario impacted services three regionswhat went wrong whythe software load balancer slb softwarebased routing load balancing service network traffic within datacenters clusters highest level set servers called multiplexers muxs create slb scale unit scale unit hosts many vips virtual ips serve traffic multiple dips destination ips ips resources behind vip muxs direct traffic dips service behind vip dynamically monitored utilizing periodic probes monitor health dipsupon investigating issue identified change latest code deployment caused mux instances store backend dips different order change occurred load balancers dips backend pool order dips important tied directly process used select backend server receives particular connection ordering change impacts traffic passes one mux two scenarios occur first traffic passes firewall incoming return paths second particular connection moves one mux another mux due change routing path physical networkthe first scenario impacted azure firewall customers firewall instances behind load balancer thats azure firewall stateful firewall leverages azure load balancer behind scenes scaling horizontally handle traffic load since flows pinned instances firewall processing load balancer issue meant packets given flow would received different instances dropped impacting customer traffic number instances behind firewalls internal load balancer determined customers traffic pattern firewalls internal load balancers many instances led delays correlation customer reported issues behavior platformthe second scenario occurred due change flow identifier ipv packet routing header used private link service endpoint traffic traffic used technology would seen drops connection moved one mux another mux new mux would forward connection different server backend pool would reject requestwhen deploy updates cloud use system called safe deployment practices sdp sdp manage change automation code configuration updates go welldefined stages catch regressions bugs reach customers make past early stages impact smallest number possible although telemetry observed small increase errors number customer support requests raised intermittent nature failure meant health checks correlate signals recent change meant code propagated regions regions correlated customer impact specific deploymenthow respondwe engaged multiple investigation mitigation workstreams parallel worked understand issue initially used targeted operations mitigate vips manually specific customers identified impactedsimultaneously developed hotfix would address bug could applied without causing impact customer traffic hotfix tested rolled using phased approach per safe deployment practices additionally created automation would scan vips every five minutes mitigate vip inconsistent state minimize impact customers hotfix rolled script continued run sustainable mitigation completely rolled outhow making outages like less likely less impactfulalready completedwe restored consistent ordering backend instances returning preincident state order tied directly process used select backend server receives particular connectionwork progressto address slb scenario investing additional monitoring azure firewall detect cases upstream downstream packets single flow reach dipto address slb scenario fixing ipv flow identifier change remains consistent lifetime connection result packets land single muxfor azure firewall investing improved packet capture support specific firewalls help identify mitigate issues like quickly future well enhanced logging tcp flows help isolate issue effectively logging invalid packets rst fin finack packetsin longer termthis incident validated need thorough endtoend monitoring safe deployments accelerating onboarding additional azure services use internal gandalf aiops solution suite see httpsazuremicrosoftcomblogadvancingsafedeploymentwithaiopsintroducinggandalfhow make incident communications usefulwe piloting pir template potential replacement rca root cause analysis templateyou rate pir provide feedback using quick question survey httpsakamsazpiryvtlrs,2
post incident review pir datacenter cooling event east us tracking id nmbnd happenedbetween utc jun subset customers experienced difficulties connecting resources hosted one particular availability zone az east us region issue impacted subset storage compute resources within one regions three availability zones result azure services dependencies resources zone also experienced impactsince vast majority services impacted already support availability zones customers using alwaysavailable andor zoneredundant services would observed zonespecific incident affect availability data services five services application insights log analytics managed identity service media services netapp files experienced regional impact result zonal issue five services already working towards enabling az support finally app service instances configured zoneredundant would stayed available azs control plane issues observed regionally may prevented customers performing service management operations impact windowwhat went wrong whymicrosoft experienced unplanned power oscillation one datacenters within one availability zones east us region components redundant power system created unexpected electrical transients resulted air handling units ahus detecting potential fault therefore shutting pending manual resetthe electrical transients introduced anomalous component behavior within uninterruptible power supply ups modules cascaded throughout datacenter electrical distribution system including electrical power supply mechanical cooling plant result ahu selfprotective shutdown cooling datacenter interrupted although electrical transients impact compute networking storage infrastructure lose power mechanical cooling plant shutdown led escalating thermal environment induced protective shutdown subset infrastructure prior restoration coolingthorough detailed analysis resulted adjustment ups gain settings preventing oscillations oscillations power equivalent microphone close amplifier setting volume high trigger selfsustained sound oscillation power oscillations occur gain ups high normal process adding load ups units results increase gain case gain went high enough cause oscillations occur adjusting control gain setting lower ups returns stable operation load values preventing disruptions infrastructure ahussubsets equipment including network storage compute infrastructure automatically shut prevent damage hardware protect data durability abnormal temperatures result azure resources services dependencies underlying resources experienced availability issues impact window significant factor downstream service impact storage infrastructure amongst hardware affected automated power thermal shutdowns eight storage scale units significantly impacted due thermal shutdowns directly andor loss networking connectivity due thermal shutdowns corresponding networking equipment scale units hosted standard storage including lrsgrs redundant storage accounts turn affected virtual machines vms using standard hdd disks backed storage well services customers directly consuming blobfile storage apisthe platform continuously monitors inputoutput transactions vms corresponding storage even scale unit running vms underlying compute operational transactions complete successfully within seconds inclusive retries connectivity virtual disk considered lost temporary vm shutdown initiated workloads running impacted vms including firstparty azure services thirdparty customer services would impacted underlying hosts either shut thermal triggers storagenetworking impacted respondas soon ahus shut result power disturbance alerts notified onsite datacenter operators deployed team investigate confirmed cooling units shut pending manual intervention following standard operating procedure sop team attempted perform manual resets ahus successful upon investigation onsite team identified due nature disturbance recovering safely would require resetting ahus running backup power sources prevent power oscillation pattern utility line triggering fault meant two primary steps required recover firstly impacted datacenter manually transferred utility power backup power sources onsite generators changed characteristics power lineup obviate creation oscillations secondly ahus manually reset recover restored cooling datacenteronce temperatures returned normal levels hardware including network switches needed manually power cycled brought back online network hardware components serve different compute storage resources scale units datacenter including host instances applications services onsite engineers manually reviewed status various infrastructure components ensure everything working intended following restoration storage network connectivity recovery activities included diagnosing remediating host nodes entered unhealthy state due loss network triaging hardware failures ensure storage infrastructure could brought back online even storage nodes returned healthy state two storage scale units still exhibited slightly lower api availability compared incident determined caused limited number storage software roles unhealthy state roles restarted restored full api availability scale unitssince compute continuously monitors storage access storagenetworking started recovering compute vms automatically started coming back worked expected cases expect one scale unit physical machines shut recovery automatically since vms originally due storagenetworking issues detected storage recovered manually recycled nodes bring back online upon investigation issue cluster power management unit prevented automatic recoverytwo specific azure services expressroute spatial anchors performed manual mitigations fail customers use two availability zones within region thus impacted services recovered even earlier full mitigation incident declared utcafter cooling restored infrastructure brought back online onsite teams opted leave datacenter running backup power sources additional investigations testing focused ups gain setting consultation critical environment hardware suppliers ran comprehensive testing confirm relevant gain settings based amount load across system settings deployed since returned datacenter back normal utility power feedhow making incidents like less likely less impactfulalready completedupdates gain setting described deployed datacenter back utility impacted datacenter confident mitigated risk power oscillation issue triggeredfurthermore critical environment team assessed systemic risk across datacenters globally ensure none risk situation azure datacenters across regions identified one datacenter beyond impacted datacenter east us similar power draw could potentially triggered similar oscillation risk since mitigated similar configuration changework progresswe identified opportunities improve tooling processes flag anomalies quickly process finetuning alerting inform onsite datacenter operators comprehensivelywe investigating subset networking switches took longer expected recover although manually mitigated incident exploring ways optimize recovery ensure customer workloads brought online quicklysimilarly continue diagnose small subset storage compute nodes remained unhealthy states restoration networking streamline recovery includes addressing driverrelated issue prevented compute nodes one scale unit recovery automaticallywe addressing specific monitoring gaps including compute nodes powered back specifically scenarios automatically shut downin longer termwe developing plan fault injection testing relevant critical environment systems partnership industry partners even proactive identifying remediating potential riskswe exploring improved supplier diversity critical environment space minimize potential single points failure within hardware lineupwe investing improved engineering tooling processes accelerate identification remediation unhealthy node states incidents scalewe several workstreams motion improve storage node startup times learnings incident validated need prioritize optimizationsfinally continue invest expanding many azure services support availability zones customers opt automatic replication andor architect resiliency across services httpsdocsmicrosoftcomazureavailabilityzonesazregionhow customers partners make incidents like less impactfulconsider using availability zones azs run services across physically separate locations within azure region help services resilient datacenterlevel failures like one az provides independent power networking cooling many azure services support zonal zoneredundant andor alwaysavailable configurations httpsdocsmicrosoftcomazureavailabilityzonesazoverviewconsider right storage redundancy options critical applications zone redundant storage zrs remains available throughout zone localized failure like incident georedundant storage grs enables account level failover case primary region endpoint becomes unavailable httpsdocsmicrosoftcomazurestoragecommonstorageredundancyconsider using azure chaos studio recreate symptoms incident part chaos experiment validate resilience azure applications library faults includes vm shutdown network block aks faults help recreate connection difficulties experienced outage example targeting resources within single availability zone httpsdocsmicrosoftcomazurechaosstudiomore generally consider evaluating reliability critical azure applications using guidance azure wellarchitected framework interactive wellarchitected review httpsdocsmicrosoftcomazurearchitectureframeworkresiliencyfinally ensure right people organization notified future service issues configuring azure service health alerts trigger emails sms push notifications webhooks httpsakamsashalertshow make incident communications usefulwe piloting pir format potential replacement rca root cause analysis formatyou rate pir provide feedback using quick question survey httpsakamsazpirnmbnd,2
rca azure active directory sign logs tracking id ylv summary impact utc may utc jun identified customer may experienced significant delays availability logging data resources sign audit logs azure active directory related azure services impact may also resulted missed misfired alerts issues accessing tools microsoft graph azure portal azure application insights azure log analytics andor powershell time azure resource manager arm dependent services may also experienced crud create read update delete service operation failures andor issues communicating azure servicesroot cause part continuous service improvements recent change underlying infrastructure intended optimize performance inadvertently caused observed impact issue detected telemetry service health degradation detected final phase rollout underlying infrastructure regional global endpoints facilitate varying needs dependent services global endpoints become unhealthy global impact services depend incident saw observed impact manifest change reached final phase rollout deployed high traffic regions global endpoints prior issue manifesting impactful change rolled last week issues observedmitigation initially attempted rollback impactful change however due internal service dependencies approach unsuccessful result deployed hotfix affected underlying infrastructure mitigated customer impactnext steps apologize impact affected customers continuously taking steps improve microsoft azure platform processes help ensure incidents occur future case includes limited todisabling impactful change globally across affected underlying infrastructure completedupdating standard operating procedures sop include specific mitigation guidance similar scenarios avoid rollback help reduce time mitigation completed adjusting rollout plan similar changes underlying infrastructure add rollout phases help reduce impact customers similar scenarios completed migrating underlying infrastructure new architecture eliminate internal service dependencies prevented us rolling back change also improve speed repair actions help significantly shorten time mitigation similar impact scenarios rollout begin july provide feedback please help us improve azure customer communications experience taking survey httpsakamsazurepirsurvey,3
rca service management operation errors across azure services east us tracking id yc summary impact utc apr utc apr customers running services east us region may experienced service management errors delays andor timeouts customers may experienced issues caused get put errors impacting azure portal well services including azure virtual machines vms virtual machine scale sets vmss azure data factory adf azure databricks azure synapse azure backup azure site recovery asr azure virtual desktop avd customers may seen errors including network connectivity issue encountered microsoftcompute fulfill request downstream services autoscale enabled service management issue may caused data plane impactroot cause determined compute resource provider crp gateway service experienced issue severely reduced throughput underlying issue retry storm triggered zonal failure related allocator service able recover allocator service restarting instances failed zone backlog work exposed potential issue net clr garbage collector resulted large percentage incoming calls crp gateway fail retries triggered upstream services made load situation worse normal circumstances gateway instances overprovisioned retry storms combination reduced throughput across instances continuous retries services normally make k calls minutes making k calls period due retries resulted prolonged impactdeeper investigation process profile data exposed process experience high rate timeout exceptions ongoing operations net garbage collector overworked due high heap churn mentioned spike load high rate exceptions simultaneous pressure net gc exposed unfavorable interaction net runtimes process wide lockmitigation mitigate situation steps takentwo large services temporarily throttled aggressively ensure continue overload gatewayonce underlying issue throughput reduction partially understood gateway services restarted multiple times got wedged statenext steps apologize impact affected customers continuously taking steps improve microsoft azure platform processes help ensure incidents occur future case includes limited toas longterm fix initiated crp gateway hotfix prevent gateway entering wedged state hotfix rollout progressing per safe deployment practiceswe flighting configuration change make net gc work less hard avoid interaction process wide lock surfaced exception handlingrepair items identified optimize areas code causing heap churnprovide feedback please help us improve azure customer communications experience taking survey httpsakamsazurepirsurvey,3
